"","SHA Code","PCT Code","PCT Name","Treatment Function Code","Treatment Function",">0-1",">1-2",">2-3",">3-4",">4-5",">5-6",">6-7",">7-8",">8-9",">9-10",">10-11",">11-12",">12-13",">13-14",">14-15",">15-16",">16-17",">17-18",">18-19",">19-20",">20-21",">21-22",">22-23",">23-24",">24-25",">25-26",">26-27",">27-28",">28-29",">29-30",">30-31",">31-32",">32-33",">33-34",">34-35",">35-36",">36-37",">37-38",">38-39",">39-40",">40-41",">41-42",">42-43",">43-44",">44-45",">45-46",">46-47",">47-48",">48-49",">49-50",">50-51",">51-52","52 plus","Total number of incomplete pathways"
"1194","Q34","5CN","HEREFORDSHIRE PCT","IP340","Thoracic Medicine",31,29,24,11,22,20,14,14,10,5,10,6,6,4,6,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221
"1195","Q34","5CN","HEREFORDSHIRE PCT","IP400","Neurology",22,13,15,8,19,18,9,9,15,2,2,3,3,3,5,6,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160
"1196","Q34","5CN","HEREFORDSHIRE PCT","IP410","Rheumatology",17,19,20,10,19,12,9,11,10,2,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134
"1197","Q34","5CN","HEREFORDSHIRE PCT","IP430","Geriatric Medicine",18,6,5,8,4,7,3,2,0,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
"1198","Q34","5CN","HEREFORDSHIRE PCT","IP502","Gynaecology",106,56,50,46,53,44,33,17,25,13,11,7,9,3,4,2,2,3,2,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492
"1199","Q34","5CN","HEREFORDSHIRE PCT","IP999","Total",910,759,669,506,581,500,317,267,225,167,134,122,124,96,87,61,61,34,18,8,12,5,2,12,2,6,5,3,2,3,1,1,5,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,2,0,0,8,5721
"1200","Q34","5CN","HEREFORDSHIRE PCT","IPX01","Other",124,153,124,80,119,111,53,66,33,28,35,23,28,29,20,14,17,7,0,3,4,1,1,4,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1085
"1201","Q34","5M1","SOUTH BIRMINGHAM PCT","IP100","General Surgery",92,133,113,141,92,88,83,86,70,72,52,79,50,48,52,7,2,6,2,1,3,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1287
"1202","Q34","5M1","SOUTH BIRMINGHAM PCT","IP101","Urology",84,81,86,90,46,53,67,56,41,57,39,35,40,28,41,13,12,8,4,1,3,0,1,0,0,1,1,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,899
"1203","Q34","5M1","SOUTH BIRMINGHAM PCT","IP110","Trauma & Orthopaedics",338,351,338,286,180,219,217,173,83,135,113,118,128,88,94,69,44,46,19,25,24,6,9,11,7,7,6,5,7,3,4,2,2,2,3,2,1,1,1,3,2,3,0,0,0,2,0,0,0,2,0,1,4,3184
"1204","Q34","5M1","SOUTH BIRMINGHAM PCT","IP120","ENT",99,144,138,139,96,74,86,88,55,103,71,87,71,61,63,18,12,11,3,1,1,2,0,2,1,1,2,2,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1439
"1205","Q34","5M1","SOUTH BIRMINGHAM PCT","IP130","Ophthalmology",200,274,195,250,145,140,115,110,56,73,76,84,70,42,28,15,11,9,7,6,2,0,1,0,1,0,4,0,0,2,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,4,1926
"1206","Q34","5M1","SOUTH BIRMINGHAM PCT","IP140","Oral Surgery",39,59,70,47,33,11,18,19,14,18,13,12,13,8,9,9,9,3,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,409
"1207","Q34","5M1","SOUTH BIRMINGHAM PCT","IP150","Neurosurgery",11,13,6,9,12,5,6,3,9,13,4,8,7,5,2,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
"1208","Q34","5M1","SOUTH BIRMINGHAM PCT","IP160","Plastic Surgery",30,21,28,28,18,13,9,15,8,15,17,12,5,14,4,3,1,5,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
"1209","Q34","5M1","SOUTH BIRMINGHAM PCT","IP170","Cardiothoracic Surgery",2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1210","Q34","5M1","SOUTH BIRMINGHAM PCT","IP300","General Medicine",41,48,47,48,16,24,32,23,8,17,14,12,11,10,4,5,1,3,2,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,373
"1211","Q34","5M1","SOUTH BIRMINGHAM PCT","IP301","Gastroenterology",50,70,58,51,33,27,39,43,12,26,24,26,18,21,17,2,4,4,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,533
"1212","Q34","5M1","SOUTH BIRMINGHAM PCT","IP320","Cardiology",81,114,98,98,67,96,56,60,43,56,84,51,60,70,51,7,5,3,3,1,0,0,0,2,1,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1119
"1213","Q34","5M1","SOUTH BIRMINGHAM PCT","IP330","Dermatology",148,171,129,122,81,84,58,60,34,53,50,34,30,44,40,9,9,13,11,5,7,7,4,0,1,0,2,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1215
"1214","Q34","5M1","SOUTH BIRMINGHAM PCT","IP340","Thoracic Medicine",30,51,37,40,28,15,11,19,7,15,13,9,9,7,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298
"1215","Q34","5M1","SOUTH BIRMINGHAM PCT","IP400","Neurology",57,63,73,76,52,34,42,48,16,56,21,43,33,38,35,3,4,1,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,705
"1216","Q34","5M1","SOUTH BIRMINGHAM PCT","IP410","Rheumatology",18,35,38,40,8,13,10,12,3,10,8,7,5,3,9,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,229
"1217","Q34","5M1","SOUTH BIRMINGHAM PCT","IP430","Geriatric Medicine",17,23,14,9,8,8,5,8,5,7,5,8,8,5,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137
"1218","Q34","5M1","SOUTH BIRMINGHAM PCT","IP502","Gynaecology",154,205,159,146,129,95,86,68,61,53,27,49,44,35,38,27,18,20,12,2,1,5,4,0,1,1,4,2,1,4,0,1,1,2,2,3,2,3,2,1,2,2,0,0,0,0,1,0,0,1,0,0,1,1475
"1219","Q34","5M1","SOUTH BIRMINGHAM PCT","IP999","Total",2050,2561,2259,2137,1459,1399,1274,1234,739,1046,857,908,789,692,637,270,219,208,113,81,70,48,38,45,36,31,42,29,29,31,11,17,8,7,10,8,7,7,10,7,6,7,2,3,3,3,5,0,4,7,2,2,39,21506
"1220","Q34","5M1","SOUTH BIRMINGHAM PCT","IPX01","Other",559,705,632,517,415,399,334,343,214,267,226,233,187,165,148,77,80,72,45,34,26,27,16,28,22,15,20,14,12,18,2,7,2,3,5,3,2,1,1,1,2,1,0,1,0,0,1,0,3,3,1,0,15,5904
"1221","Q34","5M2","SHROPSHIRE COUNTY PCT","IP100","General Surgery",142,173,126,129,90,94,76,62,62,57,42,62,38,34,39,25,23,30,29,17,13,11,8,4,3,7,11,13,11,5,2,5,9,4,1,0,4,6,9,5,4,1,4,4,1,0,1,2,2,1,0,1,6,1508
"1222","Q34","5M2","SHROPSHIRE COUNTY PCT","IP101","Urology",55,65,51,48,36,49,36,22,31,43,19,26,37,21,26,34,24,23,15,9,6,12,1,8,1,4,5,4,2,2,1,3,4,5,4,1,9,4,2,1,2,0,0,1,0,1,1,3,2,1,0,0,6,766
"1223","Q34","5M2","SHROPSHIRE COUNTY PCT","IP110","Trauma & Orthopaedics",117,127,126,129,98,120,115,106,87,76,103,90,138,107,84,96,101,167,72,20,12,17,7,1,9,14,7,7,3,4,4,4,3,0,2,1,3,0,3,1,2,0,2,0,0,0,1,3,0,0,0,1,8,2198
"1224","Q34","5M2","SHROPSHIRE COUNTY PCT","IP120","ENT",117,106,85,115,86,113,88,75,83,51,57,85,50,59,69,50,36,55,35,23,9,9,10,4,9,10,7,12,2,5,1,5,6,10,5,0,6,1,5,4,5,2,0,2,2,4,1,2,3,0,4,1,22,1606
"1225","Q34","5M2","SHROPSHIRE COUNTY PCT","IP130","Ophthalmology",167,126,171,173,145,119,98,127,106,87,50,92,60,92,79,42,34,49,42,34,8,21,7,6,4,18,6,2,5,5,2,3,3,2,4,0,1,3,0,0,0,1,0,0,0,0,1,0,0,1,0,1,3,2000
"1226","Q34","5M2","SHROPSHIRE COUNTY PCT","IP140","Oral Surgery",65,73,53,71,79,62,37,58,42,54,16,58,58,43,45,38,38,24,28,18,14,19,4,5,10,12,6,14,11,7,0,4,6,6,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1083
"1227","Q34","5M2","SHROPSHIRE COUNTY PCT","IP150","Neurosurgery",3,1,3,2,3,3,0,2,2,3,3,1,4,2,1,1,0,2,1,1,0,1,0,1,0,0,0,1,0,2,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,57
"1228","Q34","5M2","SHROPSHIRE COUNTY PCT","IP160","Plastic Surgery",12,4,8,9,10,5,8,3,5,5,4,4,7,4,2,3,4,3,2,4,1,1,3,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,125
"1229","Q34","5M2","SHROPSHIRE COUNTY PCT","IP170","Cardiothoracic Surgery",3,4,2,0,2,4,0,2,2,0,1,3,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
"1230","Q34","5M2","SHROPSHIRE COUNTY PCT","IP300","General Medicine",68,80,104,74,55,46,33,42,31,19,22,34,25,19,26,18,11,22,10,2,5,0,3,0,0,3,3,0,0,2,1,0,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,772
"1231","Q34","5M2","SHROPSHIRE COUNTY PCT","IP301","Gastroenterology",105,73,62,68,58,52,47,28,28,36,18,38,34,26,23,35,18,26,28,17,9,15,5,11,3,8,8,9,5,2,1,3,5,5,6,0,5,4,5,2,2,6,5,1,3,1,1,2,1,2,1,3,25,984
"1232","Q34","5M2","SHROPSHIRE COUNTY PCT","IP320","Cardiology",58,37,27,49,24,38,28,25,15,21,14,6,20,7,7,2,6,7,3,0,4,0,0,2,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,409
"1233","Q34","5M2","SHROPSHIRE COUNTY PCT","IP330","Dermatology",89,91,65,66,65,94,42,45,39,53,15,31,18,9,24,5,4,6,2,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,771
"1234","Q34","5M2","SHROPSHIRE COUNTY PCT","IP340","Thoracic Medicine",10,21,13,12,8,9,3,11,4,9,3,5,7,2,1,3,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
"1235","Q34","5M2","SHROPSHIRE COUNTY PCT","IP400","Neurology",20,33,29,21,25,30,27,26,24,24,9,21,15,7,18,11,5,4,4,0,3,1,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,365
"1236","Q34","5M2","SHROPSHIRE COUNTY PCT","IP410","Rheumatology",23,13,15,9,21,9,8,7,4,9,1,2,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,131
"1237","Q34","5M2","SHROPSHIRE COUNTY PCT","IP430","Geriatric Medicine",10,4,9,2,5,3,1,1,2,0,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46
"1238","Q34","5M2","SHROPSHIRE COUNTY PCT","IP502","Gynaecology",64,101,58,69,74,85,65,55,44,30,36,35,39,35,25,23,17,23,24,7,11,12,13,4,9,10,9,8,2,2,1,1,1,2,1,0,0,1,0,0,2,1,1,0,1,0,0,1,0,0,1,2,4,1009
"1239","Q34","5M2","SHROPSHIRE COUNTY PCT","IP999","Total",1277,1312,1145,1185,1024,1067,802,799,726,673,467,679,649,522,521,439,381,498,327,173,112,128,71,53,53,100,79,80,45,47,21,41,47,40,26,2,35,25,26,18,22,12,15,10,8,7,7,14,9,11,7,10,170,16017
"1240","Q34","5M2","SHROPSHIRE COUNTY PCT","IPX01","Other",149,180,138,139,140,132,90,102,115,96,53,85,89,53,52,53,56,53,30,17,16,7,8,4,4,11,13,7,4,10,6,11,7,1,2,0,2,4,0,2,2,1,1,1,1,1,1,1,0,4,1,0,73,2028
"1241","Q34","5M3","WALSALL TEACHING PCT","IP100","General Surgery",203,190,121,85,78,53,46,35,40,34,43,38,36,17,24,26,20,10,9,8,2,0,0,1,2,3,0,4,2,4,0,4,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,4,1149
"1242","Q34","5M3","WALSALL TEACHING PCT","IP101","Urology",106,74,64,54,67,31,25,18,13,24,13,33,17,13,8,9,5,8,4,2,1,0,1,3,1,0,0,0,0,0,0,1,0,2,1,1,0,1,0,1,0,2,0,0,0,0,0,1,0,2,0,0,3,609
"1243","Q34","5M3","WALSALL TEACHING PCT","IP110","Trauma & Orthopaedics",266,311,240,193,142,146,86,83,68,102,78,85,93,57,45,29,39,32,27,23,12,6,6,8,3,2,5,1,3,2,1,3,2,0,2,2,3,3,1,4,1,2,1,4,2,0,3,0,0,2,0,0,22,2251
"1244","Q34","5M3","WALSALL TEACHING PCT","IP120","ENT",189,144,175,113,132,94,43,31,15,31,23,9,17,12,11,9,3,3,5,6,4,2,1,1,0,2,0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1081
"1245","Q34","5M3","WALSALL TEACHING PCT","IP130","Ophthalmology",191,234,242,179,203,200,98,62,68,88,71,52,37,28,24,16,11,13,4,11,1,2,0,1,1,2,1,0,0,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,19,1869
"1246","Q34","5M3","WALSALL TEACHING PCT","IP140","Oral Surgery",28,21,68,37,65,24,7,7,9,23,9,17,3,5,6,3,4,10,6,5,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,364
"1247","Q34","5M3","WALSALL TEACHING PCT","IP150","Neurosurgery",5,6,7,7,5,4,5,4,5,7,4,6,7,3,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
"1248","Q34","5M3","WALSALL TEACHING PCT","IP160","Plastic Surgery",18,16,19,16,5,6,4,8,4,5,3,5,4,4,3,4,3,2,2,1,0,1,0,3,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,142
"1249","Q34","5M3","WALSALL TEACHING PCT","IP170","Cardiothoracic Surgery",3,5,1,7,0,0,1,1,1,2,0,5,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36
"1250","Q34","5M3","WALSALL TEACHING PCT","IP300","General Medicine",190,172,172,106,137,83,43,11,8,10,4,10,9,4,6,4,5,2,3,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987
"1251","Q34","5M3","WALSALL TEACHING PCT","IP301","Gastroenterology",9,8,6,11,6,13,8,10,5,5,2,4,3,3,0,2,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101
"1252","Q34","5M3","WALSALL TEACHING PCT","IP320","Cardiology",65,72,71,65,64,40,26,16,17,10,11,9,11,16,7,3,3,4,3,1,0,2,0,1,2,1,0,3,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,530
"1253","Q34","5M3","WALSALL TEACHING PCT","IP330","Dermatology",98,86,108,88,68,52,47,12,7,14,14,12,3,2,3,5,3,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629
"1254","Q34","5M3","WALSALL TEACHING PCT","IP340","Thoracic Medicine",3,1,0,3,0,0,0,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"1255","Q34","5M3","WALSALL TEACHING PCT","IP400","Neurology",31,50,54,21,21,27,10,7,2,8,6,4,6,1,2,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256
"1256","Q34","5M3","WALSALL TEACHING PCT","IP410","Rheumatology",19,34,28,22,25,13,10,6,2,4,3,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171
"1257","Q34","5M3","WALSALL TEACHING PCT","IP430","Geriatric Medicine",9,6,9,10,3,1,0,1,1,2,1,1,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"1258","Q34","5M3","WALSALL TEACHING PCT","IP502","Gynaecology",143,116,101,79,72,83,39,20,17,13,14,12,6,5,3,3,5,2,2,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,745
"1259","Q34","5M3","WALSALL TEACHING PCT","IP999","Total",1800,1801,1707,1257,1226,994,559,372,305,434,338,322,292,202,170,131,123,106,80,78,24,18,9,26,16,19,7,8,11,13,4,16,5,5,4,5,8,7,4,6,6,5,3,5,4,2,3,2,1,4,1,1,62,12611
"1260","Q34","5M3","WALSALL TEACHING PCT","IPX01","Other",224,255,221,161,133,124,61,38,22,51,38,19,34,28,26,12,17,17,13,13,3,4,0,5,1,3,0,0,3,2,1,1,1,1,0,0,1,0,0,0,1,0,2,0,1,1,0,0,0,0,0,1,6,1545
"1261","Q34","5MD","COVENTRY TEACHING PCT","IP100","General Surgery",160,113,116,81,82,65,54,49,29,42,34,26,22,11,19,6,5,2,1,5,5,1,1,1,3,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,1,943
"1262","Q34","5MD","COVENTRY TEACHING PCT","IP101","Urology",63,49,39,48,53,50,35,30,24,15,21,19,19,11,9,5,4,4,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,509
"1263","Q34","5MD","COVENTRY TEACHING PCT","IP110","Trauma & Orthopaedics",188,228,199,154,157,155,156,93,93,104,80,87,89,68,61,36,33,23,24,13,8,3,7,7,3,3,6,3,6,5,0,2,1,4,1,0,2,2,1,0,1,1,3,2,1,0,1,3,0,0,0,0,1,2118
"1264","Q34","5MD","COVENTRY TEACHING PCT","IP120","ENT",111,130,119,48,78,88,33,28,22,33,26,24,24,16,11,9,12,9,2,0,1,0,2,2,0,0,0,3,1,1,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,841
"1265","Q34","5MD","COVENTRY TEACHING PCT","IP130","Ophthalmology",151,197,151,113,102,93,46,70,45,40,35,31,14,23,20,13,3,12,2,0,1,0,2,7,4,2,4,5,2,1,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1199
"1266","Q34","5MD","COVENTRY TEACHING PCT","IP140","Oral Surgery",41,65,64,18,63,43,17,46,48,26,23,24,45,7,6,17,6,6,4,10,1,2,1,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,592
"1267","Q34","5MD","COVENTRY TEACHING PCT","IP150","Neurosurgery",25,24,23,21,19,19,26,21,18,16,17,12,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
"1268","Q34","5MD","COVENTRY TEACHING PCT","IP160","Plastic Surgery",10,11,6,13,6,5,4,6,7,7,4,8,4,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,103
"1269","Q34","5MD","COVENTRY TEACHING PCT","IP170","Cardiothoracic Surgery",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1270","Q34","5MD","COVENTRY TEACHING PCT","IP300","General Medicine",120,114,88,77,50,66,38,41,25,19,21,27,5,6,7,5,4,4,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,726
"1271","Q34","5MD","COVENTRY TEACHING PCT","IP301","Gastroenterology",13,15,5,2,10,2,8,5,5,2,0,4,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
"1272","Q34","5MD","COVENTRY TEACHING PCT","IP320","Cardiology",45,46,32,21,18,14,8,8,5,4,2,0,5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,213
"1273","Q34","5MD","COVENTRY TEACHING PCT","IP330","Dermatology",141,104,101,89,74,46,27,20,34,10,6,4,9,3,4,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,682
"1274","Q34","5MD","COVENTRY TEACHING PCT","IP340","Thoracic Medicine",7,7,6,3,0,1,2,3,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
"1275","Q34","5MD","COVENTRY TEACHING PCT","IP400","Neurology",65,47,42,22,21,19,15,7,12,10,5,6,3,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,284
"1276","Q34","5MD","COVENTRY TEACHING PCT","IP410","Rheumatology",29,38,15,18,11,11,11,4,6,2,5,1,4,3,3,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,167
"1277","Q34","5MD","COVENTRY TEACHING PCT","IP430","Geriatric Medicine",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"1278","Q34","5MD","COVENTRY TEACHING PCT","IP502","Gynaecology",79,56,39,33,33,34,32,14,13,14,7,8,12,5,5,3,1,3,1,0,0,1,1,0,0,0,1,0,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,404
"1279","Q34","5MD","COVENTRY TEACHING PCT","IP999","Total",1461,1564,1310,965,949,871,626,530,441,422,344,320,294,184,165,110,81,68,41,36,22,9,16,21,12,16,15,14,15,8,4,3,9,10,4,4,4,9,3,1,3,3,3,6,5,2,4,5,3,5,2,0,13,11035
"1280","Q34","5MD","COVENTRY TEACHING PCT","IPX01","Other",211,318,265,204,172,160,114,85,55,77,55,38,28,15,13,8,9,4,2,2,2,1,2,2,0,7,3,2,2,0,1,1,2,1,1,2,0,1,1,1,1,0,0,1,2,0,2,0,1,1,0,0,2,1877
"1281","Q34","5MK","TELFORD AND WREKIN PCT","IP100","General Surgery",93,106,68,56,55,53,30,37,32,39,16,32,31,26,20,17,21,22,13,7,7,9,3,2,0,9,5,4,3,2,1,3,2,4,1,0,5,2,2,4,0,4,0,0,0,2,2,1,2,1,2,0,11,867
"1282","Q34","5MK","TELFORD AND WREKIN PCT","IP101","Urology",21,43,18,35,16,32,17,27,18,30,13,13,25,9,18,17,16,15,12,7,7,2,5,3,4,4,1,3,4,1,1,1,3,1,3,0,3,1,0,1,0,1,2,0,0,0,1,0,1,2,0,0,4,461
"1283","Q34","5MK","TELFORD AND WREKIN PCT","IP110","Trauma & Orthopaedics",96,120,77,100,84,71,48,67,73,55,32,48,68,29,42,46,40,38,30,14,9,4,19,6,5,11,3,5,10,1,2,0,2,3,1,0,1,1,3,2,3,1,0,1,2,1,0,2,0,1,0,0,3,1280
"1284","Q34","5MK","TELFORD AND WREKIN PCT","IP120","ENT",65,57,41,65,58,66,52,57,58,61,39,35,39,32,33,20,19,24,12,13,9,3,6,3,3,6,3,5,2,3,1,5,2,1,3,0,1,2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,908
"1285","Q34","5MK","TELFORD AND WREKIN PCT","IP130","Ophthalmology",71,78,49,89,66,59,43,52,40,26,33,48,11,18,21,18,14,23,12,9,6,4,2,0,3,3,3,1,4,1,1,2,1,0,1,0,3,2,0,2,0,0,1,0,1,0,0,0,1,0,1,0,2,825
